year,province_name_en,sex,age_group,population
1997,Chachoengsao,female,65-69,8119
1997,Chachoengsao,female,70-74,5825
1997,Chachoengsao,female,75-79,4137
1997,Chachoengsao,female,80-84,2848
1997,Chachoengsao,female,85+,2950
1997,Prachin Buri,male,0-4,16551
1997,Prachin Buri,male,5-9,17065
1997,Prachin Buri,male,10-14,16687
1997,Prachin Buri,male,15-19,19068
1997,Prachin Buri,male,20-24,22341
1997,Prachin Buri,male,25-29,21068
1997,Prachin Buri,male,30-34,19849
1997,Prachin Buri,male,35-39,17382
1997,Prachin Buri,male,40-44,13088
1997,Prachin Buri,male,45-49,9592
1997,Prachin Buri,male,50-54,7153
1997,Prachin Buri,male,55-59,6742
1997,Prachin Buri,male,60-64,5652
1997,Prachin Buri,male,65-69,4305
1997,Prachin Buri,male,70-74,2906
1997,Prachin Buri,male,75-79,1646
1997,Prachin Buri,male,80-84,1033
1997,Prachin Buri,male,85+,971
1997,Prachin Buri,female,0-4,15546
1997,Prachin Buri,female,5-9,16203
1997,Prachin Buri,female,10-14,16112
1997,Prachin Buri,female,15-19,18283
1997,Prachin Buri,female,20-24,19522
1997,Prachin Buri,female,25-29,20136
1997,Prachin Buri,female,30-34,20040
1997,Prachin Buri,female,35-39,17027
1997,Prachin Buri,female,40-44,13571
1997,Prachin Buri,female,45-49,10260
1997,Prachin Buri,female,50-54,7464
1997,Prachin Buri,female,55-59,7410
1997,Prachin Buri,female,60-64,6103
1997,Prachin Buri,female,65-69,5086
1997,Prachin Buri,female,70-74,3411
1997,Prachin Buri,female,75-79,2197
1997,Prachin Buri,female,80-84,1508
1997,Prachin Buri,female,85+,1602
1997,Nakhon Nayok,male,0-4,8646
1997,Nakhon Nayok,male,5-9,8863
1997,Nakhon Nayok,male,10-14,9142
1997,Nakhon Nayok,male,15-19,10000
1997,Nakhon Nayok,male,20-24,11727
1997,Nakhon Nayok,male,25-29,11511
1997,Nakhon Nayok,male,30-34,11236
1997,Nakhon Nayok,male,35-39,9526
1997,Nakhon Nayok,male,40-44,7516
1997,Nakhon Nayok,male,45-49,5774
1997,Nakhon Nayok,male,50-54,4203
